"Runing time","MQ-8","MQ-9","Moisture","UV","Humidity","Temperature","Pressure","Approx Altitude","pH"
"177 "," 283.24 "," 305.00 "," 44.78 "," 63.09 "," 85.90 "," 23.50 "," 1013.66 "," 312.06 "," 5.44"
"178 "," 283.19 "," 304.88 "," 44.82 "," 63.08 "," 85.90 "," 23.50 "," 1013.65 "," 312.16 "," 5.45"
"179 "," 283.21 "," 304.53 "," 44.79 "," 63.02 "," 85.90 "," 23.50 "," 1013.67 "," 312.00 "," 5.45"
"180 "," 283.09 "," 304.00 "," 44.81 "," 63.16 "," 85.90 "," 23.50 "," 1013.65 "," 312.19 "," 5.46"
"181 "," 283.03 "," 304.00 "," 44.71 "," 63.03 "," 85.90 "," 23.50 "," 1013.66 "," 312.08 "," 5.46"
"182 "," 283.04 "," 303.61 "," 44.84 "," 63.11 "," 85.90 "," 23.50 "," 1013.67 "," 312.03 "," 5.47"
"183 "," 283.00 "," 303.40 "," 44.78 "," 63.06 "," 85.80 "," 23.40 "," 1013.68 "," 311.92 "," 5.48"
"183 "," 282.98 "," 304.00 "," 44.83 "," 63.04 "," 85.80 "," 23.40 "," 1013.66 "," 312.12 "," 5.48"
"184 "," 282.77 "," 303.92 "," 44.72 "," 63.01 "," 85.80 "," 23.40 "," 1013.68 "," 311.89 "," 5.49"
"185 "," 282.93 "," 303.97 "," 44.74 "," 63.10 "," 86.00 "," 23.50 "," 1013.65 "," 312.16 "," 5.50"
"186 "," 282.65 "," 303.71 "," 44.82 "," 63.03 "," 86.00 "," 23.50 "," 1013.66 "," 312.10 "," 5.50"
"187 "," 282.23 "," 303.27 "," 44.73 "," 63.01 "," 86.00 "," 23.50 "," 1013.68 "," 311.89 "," 5.51"
"188 "," 282.13 "," 303.81 "," 44.78 "," 63.00 "," 86.00 "," 23.50 "," 1013.66 "," 312.11 "," 5.52"
"189 "," 282.12 "," 303.17 "," 44.65 "," 63.02 "," 86.00 "," 23.50 "," 1013.64 "," 312.25 "," 5.53"
"190 "," 282.03 "," 303.27 "," 44.78 "," 63.03 "," 86.00 "," 23.50 "," 1013.63 "," 312.33 "," 5.53"
"190 "," 282.02 "," 303.08 "," 44.70 "," 62.97 "," 86.00 "," 23.50 "," 1013.66 "," 312.13 "," 5.54"
"191 "," 282.01 "," 303.04 "," 44.82 "," 63.07 "," 86.00 "," 23.50 "," 1013.66 "," 311.93 "," 5.54"
"192 "," 282.01 "," 303.07 "," 44.68 "," 62.98 "," 86.00 "," 23.50 "," 1013.70 "," 311.72 "," 5.55"
"193 "," 281.98 "," 303.02 "," 44.73 "," 63.00 "," 86.00 "," 23.50 "," 1013.66 "," 312.08 "," 5.56"
"194 "," 281.95 "," 303.06 "," 44.69 "," 62.99 "," 86.00 "," 23.50 "," 1013.65 "," 312.17 "," 5.56"
"195 "," 281.88 "," 303.02 "," 44.68 "," 62.97 "," 86.00 "," 23.50 "," 1013.68 "," 311.90 "," 5.56"
"196 "," 281.76 "," 302.75 "," 44.76 "," 62.93 "," 85.80 "," 23.40 "," 1013.65 "," 312.20 "," 5.56"
"197 "," 281.71 "," 302.96 "," 44.68 "," 63.06 "," 85.80 "," 23.40 "," 1013.67 "," 312.00 "," 5.56"
"197 "," 281.37 "," 302.98 "," 44.77 "," 62.97 "," 85.80 "," 23.40 "," 1013.65 "," 312.13 "," 5.56"
"198 "," 281.20 "," 305.00 "," 44.56 "," 62.87 "," 86.00 "," 23.50 "," 1013.65 "," 312.13 "," 5.56"
"199 "," 281.13 "," 304.04 "," 44.72 "," 62.91 "," 86.00 "," 23.50 "," 1013.66 "," 312.08 "," 5.56"
"200 "," 281.02 "," 305.13 "," 44.58 "," 62.86 "," 86.00 "," 23.50 "," 1013.65 "," 312.13 "," 5.56"
"201 "," 281.00 "," 303.80 "," 44.68 "," 62.88 "," 85.90 "," 23.50 "," 1013.62 "," 312.39 "," 5.56"
"202 "," 280.97 "," 303.11 "," 44.59 "," 62.88 "," 85.90 "," 23.50 "," 1013.64 "," 312.25 "," 5.56"
